scaling_factor	Tardiness	makespan	# late jobs	# large set-ups	delta makespan
88.7983	66334	26574	40	155	15098
88.8983	64531	22920	33	160	9495
88.9983	71136	22996	38	159	11994
89.0983	71890	27723	37	161	13384
89.1983	113658	24353	49	161	10097
89.2983	94675	23821	41	160	13240
89.3983	125089	24155	40	159	10193
89.4983	116562	24565	41	159	10350
89.5983	92273	24335	52	160	11270
89.6983	65173	19738	40	160	4070
89.7983	83620	22785	35	161	11024
89.8983	131915	21575	39	164	7147
89.9983	79964	21699	43	162	7740
90.0983	39192	28495	34	158	18412
90.1982	62715	26249	40	162	12296
90.2982	139894	20862	55	158	8365
90.3982	68757	23711	37	155	8629
90.4982	68413	28840	47	161	16380
90.5982	68697	24061	44	160	12486
90.6982	94796	21086	36	161	5570
90.7982	122924	24509	42	162	9673
90.8982	126143	24396	45	162	12592
90.9982	60120	22446	43	158	8561
91.0982	41266	23619	38	161	12584
91.1982	141956	22309	39	155	7626
91.2982	85445	22185	40	164	6385
91.3982	108545	24781	44	160	12196
91.4982	126083	24540	36	162	9293
91.5982	75830	22809	41	160	11957
91.6982	53476	26186	36	161	16333
91.7982	79372	23333	49	162	11584
91.8982	99252	21260	44	164	9347
91.9982	54580	23486	44	159	10614
92.0982	84622	22555	34	157	7188
92.1982	51323	24078	47	161	8301
92.2982	122092	19894	47	161	3208
92.3982	99325	23903	42	161	8643
92.4982	78953	26006	40	158	15686
92.5982	105537	22185	38	157	7329
92.6982	92312	20600	39	161	4203
92.7982	105020	24902	43	159	12286
92.8982	71938	24320	40	160	10622
92.9982	101734	21570	36	159	7444
93.0982	80669	22157	33	158	6516
93.1982	61930	26753	43	157	12935
93.2982	73215	23134	32	158	12555
93.3982	152473	23260	49	162	7713
93.4982	72786	24249	35	164	10171
93.5982	76324	23789	45	157	12516
93.6982	97417	22833	40	159	7529
93.7982	51482	22850	35	162	9086
93.8982	103608	22323	39	162	10703
93.9982	115761	23977	54	159	10099
94.0982	96066	21939	38	157	5879
94.1982	85084	20626	46	157	5621
94.2982	35400	25748	31	157	13592
94.3982	87735	24241	31	159	11137
94.4982	111308	20534	39	162	5871
94.5982	83295	27973	45	157	16888
94.6982	69287	24195	43	160	12241
94.7982	97077	22008	39	159	8038
94.8982	48459	23586	38	162	10138
94.9982	97196	20986	46	158	5941
95.0982	106401	23746	38	160	11732
95.1982	65474	24630	41	159	12619
95.2982	126261	24853	46	161	15969
95.3982	52115	27007	43	159	14894
95.4982	62078	20984	40	162	5598
95.5982	114794	23400	51	157	10925
95.6982	105095	22902	38	162	12530
95.7982	89283	23489	42	161	8807
95.8982	62295	26029	40	158	11864
95.9982	82146	21091	48	157	7689
96.0982	76237	24287	43	161	12658
96.1982	82673	23598	45	159	10303
96.2982	77270	25777	42	160	13634
96.3982	64962	24982	33	159	13471
96.4982	78967	22089	38	162	8741
96.5982	167437	24747	42	152	13388
96.6982	110694	21134	34	161	6123
96.7981	75391	23157	45	159	10151
96.8981	88413	25680	43	153	11108
96.9981	100616	22229	36	162	6207
97.0981	86568	20818	45	159	7945
97.1981	65285	24282	39	152	15643
97.2981	113479	22616	33	161	7969
97.3981	137097	20437	42	158	6917
97.4981	117765	22981	38	160	9410
97.5981	77849	26844	47	157	12933
97.6981	73213	21082	37	155	8105
97.7981	75714	23196	44	162	10142
97.8981	95716	21232	40	160	9406
97.9981	65002	25623	38	159	15238
98.0981	116232	23556	40	157	9524
98.1981	75759	23165	32	157	9229
98.2981	164819	24805	32	160	10010
98.3981	48533	24792	44	160	15424
98.4981	99758	27095	37	161	14121
98.5981	107527	23518	34	156	9598
98.6981	73135	25080	43	155	14930
98.7981	107038	20877	49	162	5449
98.8981	68483	26701	49	155	15224
98.9981	57826	25333	41	160	14727
99.0981	96804	27830	50	156	17621
99.1981	106741	19931	32	156	4687
99.2981	78697	21165	41	163	10488
99.3981	121136	22693	51	158	8118
99.4981	106556	20895	37	152	8560
99.5981	110663	21681	41	159	9959
99.6981	116703	20583	50	163	6691
99.7981	118375	23911	42	164	12274
99.8981	88233	24202	48	161	10819
99.9981	81598	22727	34	162	9395
100.098	139421	21860	39	156	6940
100.198	172756	20598	47	161	6630
100.298	59803	26524	43	163	12880
100.398	107565	22764	47	161	9151
100.498	74963	21840	43	161	8672
100.598	92367	25672	35	157	12568
100.698	148839	22096	33	162	8823
100.798	49581	23789	25	158	13622
100.898	89117	22772	46	161	7386
100.998	127729	24485	48	161	13693
101.098	78388	24658	38	163	12804
101.198	75833	22351	35	159	9624
101.298	96473	22929	42	161	8564
101.398	129196	21681	42	161	7621
101.498	90851	24574	38	159	12038
101.598	107560	22364	32	159	9591
101.698	50726	22734	34	158	13702
101.798	103458	26509	44	162	14600
101.898	93421	22039	49	156	7510
101.998	67351	25289	35	155	10761
102.098	112436	24003	45	160	12590
102.198	115162	22483	56	162	8638
102.298	137083	21442	41	159	7707
102.398	103052	23203	31	159	10590
102.498	72986	21177	40	157	8401
102.598	67174	24227	37	162	9796
102.698	115004	24873	47	155	12426
102.798	125787	23577	53	162	11546
102.898	78184	25443	49	158	11772
102.998	87647	22625	39	161	9929
103.098	105375	20204	46	156	4892
103.198	73221	20232	40	161	4230
103.298	71892	23155	37	160	11579
103.398	59061	25092	44	156	13841
103.498	109597	22706	40	157	9120
103.598	86377	20920	44	160	6778
103.698	120942	19932	50	160	6011
103.798	56141	27093	41	165	13830
103.898	45968	24125	33	160	12735
103.998	82596	23328	32	150	7899
104.098	110681	24666	52	158	11537
104.198	67442	23317	44	159	8386
104.298	120812	22926	41	158	10711
104.398	81720	24721	41	161	11388
104.498	64004	21280	38	162	6072
104.598	77160	25817	33	158	14768
104.698	140185	21840	38	156	11173
104.798	132295	22361	43	163	7237
104.898	95071	26706	44	159	11891
104.998	128641	24813	50	156	15696
105.098	87079	19946	47	157	3675
105.198	75776	27616	45	156	14541
105.298	81547	21015	36	161	5589
105.398	74508	23369	47	158	10632
105.498	53924	27895	39	157	16667
105.598	83612	25074	42	154	11888
105.698	99700	25141	47	161	11625
105.798	93840	23240	34	159	11640
105.898	60148	27799	38	154	16409
105.998	91488	22415	40	160	6904
106.098	90473	22767	43	162	7968
106.198	101727	25355	53	162	13190
106.298	85223	25150	39	157	14822
106.398	54051	24609	33	161	11220
106.498	67525	21914	30	159	10459
106.598	62658	25539	43	164	12243
106.698	81527	20473	43	160	4911
106.798	73056	21989	44	158	6270
106.898	106759	23302	40	160	8602
106.998	70988	25556	33	157	15374
107.098	56912	23611	37	156	12485
107.198	63872	22051	40	163	5888
107.298	87800	26358	29	159	13300
107.398	93606	23581	36	158	12342
107.498	66423	21362	33	157	6396
107.598	94132	23847	37	162	11901
107.698	102691	23653	36	154	10263
107.798	58754	24604	33	160	14477
107.898	105547	21675	37	160	9941
107.998	101380	22101	43	162	9341
108.098	63431	21555	45	156	8102
108.198	101567	25880	53	158	12131
108.298	53299	22841	39	153	8410
108.398	90827	24961	44	161	14238
108.498	135102	24959	48	159	12848
108.598	75467	23061	42	160	11042
108.698	104910	22035	44	163	6249
108.798	111865	24541	33	155	9773
108.898	63494	25907	37	163	13516
108.998	101267	23258	36	159	8526
109.098	97798	21915	47	161	6793
109.198	46184	24673	40	159	12452
109.298	91352	22086	40	157	7566
109.398	67350	23224	37	160	7985
109.498	98696	22453	39	158	9458
109.598	81766	21492	35	159	10228
109.698	91115	25556	38	156	14395
109.798	94772	25194	48	160	10916
109.898	83490	25584	39	160	12966
109.998	94607	22232	37	158	8188
110.098	50796	25515	33	161	12745
110.198	64567	21795	40	160	8571
110.298	66897	24150	45	157	12076
110.398	63890	22952	40	159	11146
110.498	129066	22520	58	159	9549
110.598	67614	26228	32	160	14871
110.698	130867	20750	40	155	5248
110.798	72441	21469	41	155	7355
110.898	92986	24676	41	155	11976
110.998	132792	23224	51	160	11410
111.098	69427	24122	37	161	9472
111.198	97322	22420	35	158	10200
111.298	51873	24331	36	162	9911
111.398	97860	23513	45	162	10222
111.498	53891	22083	39	158	11467
111.598	77472	23684	36	162	10291
111.698	71278	24135	43	161	10993
111.798	165132	26083	43	162	15248
111.898	73771	20607	37	162	6267
111.998	71175	21730	41	155	9212
112.098	75692	21614	35	161	9070
112.198	121585	21682	44	160	5363
112.298	103845	21569	37	165	6449
112.398	165596	20976	35	155	5566
112.498	90970	26490	41	156	11457
112.598	69566	20681	36	159	8182
112.698	150356	21542	38	158	7513
112.798	56377	23017	36	159	11992
112.898	73482	25634	46	162	13360
112.998	64575	24434	39	159	13288
113.098	79391	21853	35	157	7882
113.198	120798	22958	46	159	9571
113.298	127777	22223	45	157	7005
113.398	90896	23019	42	157	9158
113.498	69011	27168	42	162	13469
113.598	92264	19994	37	161	4359
113.698	92832	24978	44	163	10674
113.798	77865	23725	40	160	10941
113.898	99314	24260	49	163	12677
113.998	52922	23038	41	159	11174
114.098	60829	21066	34	163	10084
114.198	100561	27566	44	159	17844
114.298	77914	26681	42	164	15426
114.398	113901	24538	38	158	11712
114.498	103663	25835	43	161	10958
114.598	65120	22944	40	155	8537
114.698	65148	22518	39	162	8302
114.798	112393	21870	46	159	7421
114.898	67258	26187	35	159	13408
114.998	67832	27291	44	155	13050
115.098	107972	20839	48	161	5003
115.198	112941	24563	38	151	11658
115.298	75805	22609	37	157	8813
115.398	86131	20589	46	157	5215
115.498	71426	23571	39	160	10095
115.598	88963	25474	44	160	11277
115.698	78407	24293	45	157	10718
115.798	127985	20757	49	162	5523
115.898	119332	24315	45	160	9888
115.998	70171	25124	35	163	13383
116.098	90332	23097	48	158	12147
116.198	80844	21336	39	154	7478
116.298	92901	24803	45	158	12581
116.398	98656	24365	40	159	10413
116.498	79747	26092	47	164	15246
116.598	112404	25742	49	160	11644
116.698	56616	22223	37	159	8463
116.798	120404	26167	40	162	12398
116.898	118500	23257	48	159	12503
116.998	100449	24600	38	157	11643
117.098	56121	25470	48	156	15356
117.198	88759	24944	41	156	12065
117.298	118109	23139	50	156	11507
117.398	88715	22718	37	161	7981
117.498	121205	21586	32	157	6172
117.598	55372	23052	44	158	9266
117.698	110093	20787	44	159	5959
117.798	87051	21694	45	156	7179
117.898	94735	25534	37	162	11163
117.998	118805	22797	36	158	8336
118.098	88666	23523	54	159	12761
118.198	95142	24048	32	151	12242
118.298	97096	25589	40	157	13970
118.398	109171	25694	47	160	12962
118.498	116692	23976	41	158	9606
118.598	92806	23040	34	156	13785
118.698	119849	25245	52	159	10765
118.798	123889	21580	43	160	7097
118.898	95572	21637	35	157	8725
118.998	79662	24187	42	162	11090
119.098	48909	25003	37	156	11741
119.198	69066	22137	29	158	9354
119.298	65125	22359	44	160	12094
119.398	70708	23073	29	158	8219
119.498	81857	21233	34	161	7948
119.598	67748	24988	35	154	11447
119.698	71848	23244	46	161	9884
119.798	76337	25527	43	158	13591
119.898	118822	25694	41	159	12570
119.998	121518	21383	49	161	7139
120.098	63529	23379	43	157	7798
120.198	71629	23136	39	162	10010
120.298	49534	26692	34	162	14409
120.398	133615	22407	49	160	7662
120.498	90451	21949	37	160	5780
120.598	84747	21261	45	153	9318
120.698	95161	20817	37	160	5200
120.798	57286	25637	34	157	14594
120.898	49625	26296	35	165	13552
120.998	99791	23998	36	154	11799
121.098	76178	22210	38	157	8053
121.198	113514	22858	53	162	9696
121.298	83903	24919	32	152	10006
121.398	90937	24283	38	157	10954
121.498	97154	24450	36	160	10979
121.598	111028	20535	38	161	4393
121.698	85945	24106	35	159	12597
121.798	116905	24892	37	157	11615
121.898	73165	23811	47	156	11615
121.998	98217	22987	37	161	9817
122.098	115745	23340	41	160	10430
122.198	71233	22644	40	162	9516
122.298	97879	26758	39	160	14345
122.398	89447	20238	40	161	4378
122.498	68680	25560	40	157	13832
122.598	63204	22748	36	161	10785
122.698	73801	20761	31	160	4917
122.798	121237	25873	40	158	12264
122.898	152421	23103	40	159	9473
122.998	132454	23271	38	154	9501
123.098	133595	22490	42	153	7059
123.198	93512	22169	46	160	6751
123.298	102713	24156	39	156	12384
123.398	57726	22496	29	157	11071
123.498	68288	23841	39	159	10801
123.598	109944	22611	42	162	6509
123.698	102139	21225	57	161	6873
123.798	86964	24497	36	157	10837
123.898	95998	23349	28	161	9683
123.998	67004	23522	42	159	9940
124.098	42950	26259	47	156	12613
124.198	95494	24990	37	160	12765
124.298	101019	24252	48	160	9649
124.398	111119	23437	39	164	13553
124.498	91668	21244	43	162	6436
124.598	66177	27526	36	156	14739
124.698	97320	22759	38	158	7765
124.798	126115	24082	39	159	9157
124.898	90281	23715	48	159	12407
124.998	84093	26538	44	156	15470
125.098	96851	22827	43	159	9389
125.198	64458	23322	38	161	9245
125.298	67751	24513	36	159	12878
125.398	82957	23829	41	154	8833
125.498	167174	25066	45	161	14582
125.598	117464	23046	46	157	7308
125.698	83145	21621	42	155	10186
125.798	58848	22794	41	161	11835
125.898	79678	22571	42	154	9083
125.998	170737	23965	49	159	9302
126.098	80714	24095	48	161	14246
126.198	78314	24777	39	152	11939
126.298	106609	25917	44	156	13342
126.398	114071	26135	41	154	13301
126.498	87950	25542	44	159	12869
126.598	123219	23625	40	159	9937
126.698	78856	23445	37	159	10092
126.798	114277	21128	48	161	5624
126.898	81131	21559	45	162	7915
126.998	103940	23065	44	162	10126
127.098	61505	23654	44	164	12261
127.198	77883	24609	42	162	11851
127.298	122784	22740	39	159	8910
127.398	50532	23440	30	159	12865
127.498	52120	24475	28	160	10119
127.598	63147	25261	37	161	10321
127.698	48116	25203	41	159	12116
127.798	87787	25456	40	157	11289
127.898	119356	23176	45	159	9158
127.998	74912	21097	35	157	5517
128.098	85905	21264	48	157	6921
128.198	87376	22256	44	161	7927
128.298	110565	23414	50	161	7485
128.398	96710	23109	40	159	10296
128.498	69359	27292	42	163	16418
128.598	62251	23303	39	159	12193
128.698	71227	21939	39	156	8520
128.798	71270	21696	36	158	8133
128.898	49117	25283	33	157	11355
128.998	160020	20153	47	159	4061
129.098	69212	22520	41	157	8550
129.198	83656	21722	39	159	7159
129.298	62023	25438	34	156	10204
129.398	85638	21648	35	156	5204
129.498	77511	21281	36	158	6878
129.598	113602	23262	44	158	11412
129.698	71229	25520	36	157	15464
129.798	93832	22512	43	161	8306
129.898	110675	22288	33	158	6271
129.998	101896	19308	40	161	1983
130.098	80196	28057	37	158	16586
130.198	133727	23191	47	162	9595
130.298	103149	21725	44	156	6045
130.398	58300	24891	36	159	14482
130.498	93349	19658	43	159	3280
130.598	143253	24369	38	156	9135
130.698	53643	25606	49	159	16355
130.798	88429	21939	38	155	9269
130.898	137657	23679	35	159	11586
130.998	106184	22637	43	153	10914
131.098	174058	25663	39	157	14653
131.198	99660	22509	38	159	7167
131.298	120506	24867	50	159	12101
131.398	89162	23401	34	157	8479
131.498	133177	25531	35	160	11279
131.598	111153	24897	52	162	10793
131.698	152086	23919	51	157	12051
131.798	79401	23074	46	160	11442
131.898	71591	21358	40	157	6281
131.998	101334	20764	40	160	4989
132.098	123840	23702	50	160	9827
132.198	103187	23064	51	162	8896
132.298	83195	24117	31	154	12301
132.398	107034	23597	38	162	8554
132.498	91596	24337	47	160	11992
132.598	70692	25302	39	160	12761
132.698	86686	22335	41	160	8933
132.798	77651	22823	40	157	12233
132.898	57243	23587	48	157	11457
132.998	64108	27149	46	158	13417
133.098	82752	25262	45	159	10816
133.198	94599	25450	49	161	12440
133.298	48863	24687	45	161	12896
133.398	79151	23259	39	159	7855
133.498	78216	22122	43	158	10439
133.598	128040	21402	46	157	6860
133.698	73006	24519	39	158	10205
133.798	58468	26827	48	161	14903
133.898	77565	22495	36	158	8826
133.998	58593	23735	34	153	10769
134.098	100842	21438	44	161	5074
134.198	79237	23624	39	161	9539
134.298	137298	26236	48	159	16278
134.398	52095	25151	47	157	13474
134.498	69830	22968	40	159	8526
134.598	185344	22101	53	159	7127
134.698	91998	24888	40	157	11436
134.798	87336	27985	37	159	14642
134.898	125440	20688	39	161	6640
134.998	43632	25866	29	160	11537
135.098	84376	21792	49	160	8658
135.198	105313	25185	53	156	12086
135.298	58548	26579	40	155	11625
135.398	93502	23099	46	158	11461
135.498	83462	26794	50	153	14671
135.598	70572	25262	40	158	12005
135.698	102421	23796	43	161	12278
135.798	91780	24829	42	157	10330
135.898	67083	21211	40	156	7120
135.998	66967	24574	48	163	10558
136.098	139625	24105	40	161	9069
136.198	80875	24944	35	155	10770
136.298	66539	20690	35	159	5620
136.398	62671	21456	47	161	5882
136.498	68578	22444	30	155	10466
136.598	76224	23592	39	156	14256
136.698	149237	22143	37	162	9353
136.798	86149	22389	36	160	9467
136.898	114587	25163	39	163	12387
136.998	73426	25008	38	157	10880
137.098	112469	25260	36	158	12968
137.198	70206	22623	39	159	8895
137.298	78428	23924	34	156	8545
137.398	101605	22622	35	160	7719
137.498	70291	22997	40	159	8159
137.598	70923	25189	39	159	11671
137.698	109967	20757	42	160	5595
137.798	144437	20248	43	156	4810
137.898	87908	19165	42	162	3022
137.998	117437	22112	36	158	10514
138.098	130886	22916	39	165	8148
138.198	134096	24520	42	160	10528
138.298	88736	25733	41	162	10653
138.398	105835	20685	46	159	3909
138.498	91239	21050	36	157	4750
138.598	112996	22388	43	163	11689
138.698	65720	22346	31	156	9171
138.798	75717	28348	41	161	16136
138.898	113777	22536	37	159	5954
138.998	107441	24878	48	157	13304
139.098	99930	21385	52	156	7935
139.198	92626	23179	34	163	7425
139.298	76354	25345	38	161	11668
139.398	105215	25698	45	159	12560
139.498	50146	24596	28	162	11243
139.598	107017	21684	38	161	6453
139.698	54347	26115	48	160	14179
139.798	117052	21451	43	162	5740
139.898	93251	22161	49	157	7357
139.998	88651	22776	46	157	6794
140.098	84237	22569	41	159	8798
140.198	142599	21527	51	158	9766
140.298	62126	23940	45	158	10107
140.398	85255	26278	39	158	13752
140.498	136124	21714	44	162	8577
140.598	96166	25427	52	161	9715
140.698	117745	22755	40	161	10213
140.798	92737	25012	37	163	9601
140.898	118440	24729	41	162	10093
140.998	63595	25862	46	163	14106
141.098	91585	24933	41	158	10969
141.198	120430	20900	40	160	6741
141.298	87495	22601	45	159	9407
141.398	107749	23092	35	161	11426
141.498	133880	26485	43	160	13959
141.598	104950	24780	49	160	10761
141.699	67145	24591	40	161	10327
141.799	125854	21623	44	158	5867
141.899	88139	26100	37	159	14041
141.999	116051	23641	43	161	15088
142.099	119390	24750	41	156	9646
142.199	51112	24570	45	162	14078
142.299	109727	23136	42	160	8692
142.399	91322	26937	53	162	12826
142.499	101762	26532	32	163	12004
142.599	67713	21825	36	154	10201
142.699	121681	24618	38	154	11224
142.799	153081	19805	43	158	4134
142.899	101557	20996	48	162	5503
142.999	93797	24122	49	159	10152
143.099	109184	24354	41	162	8393
143.199	67905	24037	35	161	11981
143.299	95781	22200	37	156	9107
143.399	101504	22046	51	156	6968
143.499	134017	23420	37	162	10474
143.599	83313	24528	42	159	8851
143.699	82634	22173	48	161	8115
143.799	98515	18331	44	154	317
143.899	151203	23536	44	160	9424
143.999	88720	23366	39	158	9015
144.099	54440	24608	34	158	14324
144.199	59164	26838	42	158	14143
144.299	61790	24365	43	160	11625
144.399	140158	25504	41	161	14239
144.499	47401	23323	33	156	13711
144.599	71372	23522	38	161	9231
144.699	94993	26244	40	158	14776
144.799	113899	23689	42	158	11961
144.899	102915	24750	43	155	11659
144.999	83176	23905	37	160	10051
145.099	94239	21505	40	160	8595
145.199	118420	23066	34	162	10980
145.299	146950	19661	44	159	4426
145.399	57118	25310	36	157	15105
145.499	97967	27292	50	160	14601
145.599	96402	23923	41	161	12313
145.699	73104	25301	36	158	12288
145.799	100619	25811	46	162	11128
145.899	79849	25457	39	160	15005
145.999	92054	26458	38	157	12974
146.099	131671	21812	38	157	9069
146.199	109855	21931	39	158	9363
146.299	97534	20751	40	157	5648
146.399	203516	22074	48	158	11011
146.499	86990	26879	36	164	14042
146.599	64547	22507	41	159	8482
146.699	77068	26905	42	160	13360
146.799	83092	22188	43	160	7762
146.899	87224	23941	45	159	11668
146.999	81649	27833	40	152	13114
147.099	80463	27378	38	160	15410
147.199	105098	23201	43	160	9426
147.299	71430	24748	31	159	11477
147.399	56432	24007	42	163	11468
147.499	58317	26124	40	156	15182
147.599	65117	25394	33	157	10030
147.699	82204	23938	57	159	14587
147.799	87962	22189	40	160	7886
147.899	84824	22493	47	163	9927
147.999	61342	25735	32	163	11570
148.099	116083	22724	49	154	10099
148.199	73598	20800	34	160	7930
148.299	141822	19580	44	155	5211
148.399	120715	21603	45	157	6317
148.499	91755	23159	40	153	9178
148.599	70669	22732	42	162	10108
148.699	89270	24845	42	152	13331
148.799	66858	24569	38	161	13470
148.899	62722	24852	39	161	14752
148.999	78249	23220	42	158	8599
149.099	78294	23699	38	157	10733
149.199	69641	24397	36	161	11705
149.299	98171	28116	39	158	15279
149.399	64761	22103	43	157	8295
149.499	76696	22735	43	161	11656
149.599	121374	23518	39	162	10356
149.699	91652	23748	50	161	8475
149.799	83095	25117	41	159	10182
149.899	71632	22688	47	161	9751
149.999	136030	22226	40	160	9064
150.099	86859	22009	40	159	10698
150.199	103305	21159	36	160	6076
150.299	87046	25933	52	156	16016
150.399	78322	24363	50	158	9932
150.499	85397	23720	28	161	10420
150.599	137854	22618	42	160	13236
150.699	84465	22996	45	154	7729
150.799	81628	21988	38	156	7314
150.899	136039	27067	51	156	13963
150.999	81854	22578	43	156	7469
151.099	58131	25258	29	163	13880
151.199	102258	23842	39	160	10178
151.299	74115	23477	46	156	13027
151.399	71497	21449	42	157	5433
151.499	90187	22619	39	150	9021
151.599	113168	24243	46	160	11843
151.699	137910	21203	44	160	5148
151.799	96646	23430	31	158	9963
151.899	87874	25137	49	161	9860
151.999	65438	24617	36	164	11306
152.099	116567	24718	40	161	13219
152.199	45353	23154	29	158	10492
152.299	73482	23396	33	157	11196
152.399	93849	20559	39	159	5241
152.499	94545	20201	34	160	4634
152.599	82614	24273	45	159	11192
152.699	102789	18696	44	158	926
152.799	69137	26326	44	155	15482
152.899	109704	22500	46	163	7521
152.999	53208	23464	40	157	12786
153.099	109903	23042	38	160	8550
153.199	80003	22607	38	158	6666
153.299	125057	20662	44	159	6110
153.399	90430	25025	43	158	12458
153.499	98336	23974	42	157	9512
153.599	78443	26151	47	161	12861
153.699	74612	24646	41	161	12229
153.799	102386	21895	39	161	9475
153.899	80021	23174	36	159	12058
153.999	128316	22871	48	158	10415
154.099	73699	24556	40	158	12068
154.199	72789	24892	39	163	9398
154.299	81014	23983	39	152	12611
154.399	97640	24687	47	159	11103
154.499	80154	26376	39	160	14917
154.599	93719	23901	43	159	10865
154.699	77110	23909	33	157	11943
154.799	92338	23960	39	159	14475
154.899	107451	25576	40	154	13668
154.999	66197	25284	45	162	10261
155.099	59189	26490	47	155	17081
155.199	73338	26163	32	157	14268
155.299	82987	25475	44	156	12468
155.399	91692	26175	37	160	10763
155.499	160837	24657	38	161	10077
155.599	97449	21641	34	163	7590
155.699	83915	24133	35	159	9418
155.799	76304	25349	39	163	12237
155.899	79451	20724	30	156	7053
155.999	132622	19960	40	160	5335
156.099	69902	23334	38	163	10713
156.199	131857	22587	49	158	8018
156.299	100302	23370	39	156	10432
156.399	108036	21996	46	160	12034
156.499	107996	22798	41	156	7112
156.599	93714	21164	40	160	8084
156.699	59059	24479	42	160	10846
156.799	109949	24363	39	159	10917
156.899	74716	22050	41	154	8248
156.999	152071	22671	46	162	13687
157.099	133652	22907	50	161	9504
157.199	90185	25747	46	159	13133
157.299	107432	24915	46	151	10369
157.399	94619	24190	51	162	10868
157.499	67273	25736	42	159	13296
157.599	111330	22518	31	161	6876
157.699	96342	25745	43	160	11333
157.799	105284	21313	40	162	8541
157.899	85964	23582	34	163	10543
157.999	104559	25889	48	157	16201
158.1	113990	27119	46	152	13007
158.2	73247	19162	37	160	1638
158.3	65074	28188	35	159	14277
158.4	114986	22463	52	156	8791
158.5	86957	25530	37	162	11603
158.6	62473	24992	34	160	10722
158.7	66679	26268	38	158	13272
158.8	82696	25809	52	154	11516
158.9	89761	21138	38	158	6720
159	51943	24488	37	163	12054
159.1	104903	23415	43	160	12400
159.2	102530	21289	42	163	6966
159.3	197033	22046	48	160	7506
159.4	80404	24403	35	162	12968
159.5	94897	26003	37	158	15836
159.6	76187	24251	31	160	12253
159.7	67087	25415	44	158	13132
159.8	80834	24039	42	159	13390
159.9	118733	22448	45	158	8052
160	75039	23919	36	154	12009
160.1	125072	22978	51	158	8399
160.2	107856	25434	36	162	11051
160.3	76112	22909	47	160	10426
160.4	52789	24276	44	159	11537
160.5	105223	23531	42	157	10165
160.6	115724	23907	38	157	9518
160.7	88035	21267	38	163	8010
160.8	96893	23477	43	158	9983
160.9	101825	23553	44	162	10904
161	52509	24998	35	158	11663
161.1	56721	23283	46	160	10040
161.2	96428	22230	38	161	6759
161.3	63008	26965	51	159	15554
161.4	130419	20868	32	160	7793
161.5	73308	22833	39	160	8612
161.6	169335	23489	43	163	9797
161.7	81656	24359	44	161	13753
161.8	112918	21972	36	159	6656
161.9	231623	24886	43	156	10431
162	93783	24588	45	163	14701
162.1	99603	24477	42	159	11049
162.2	67208	24300	44	161	13282
162.3	73020	22951	35	160	10726
162.4	91735	24464	32	159	9486
162.5	62015	22158	39	164	9799
162.6	100343	23623	38	156	10569
162.7	133437	22723	37	157	8576
162.8	82811	24107	41	160	8738
162.9	91678	23507	51	157	10662
163	95025	25998	43	159	14654
163.1	82024	20868	41	162	5213
163.2	96551	23326	42	156	11316
163.3	90392	25176	43	158	10121
163.4	124925	24627	49	160	10238
163.5	106230	24526	35	159	10654
163.6	85034	21833	43	158	8731
163.7	78192	21483	49	160	8690
163.8	92341	24979	36	156	11974
163.9	132263	26613	42	158	13935
164	88815	22612	45	160	8211
164.1	97260	21152	40	162	7395
164.2	204598	22435	40	154	9027
164.3	83059	22398	43	158	11775
164.4	107247	25170	37	157	11842
164.5	83889	25646	44	161	12645
164.6	67379	27097	35	161	14538
164.7	70085	20506	34	159	6160
164.8	120433	22851	33	159	11205
164.9	86350	24394	55	160	11740
165	132577	25875	57	154	13462
165.1	93400	25319	44	160	13190
165.2	101740	20625	42	163	5762
165.3	127683	22868	43	158	8147
165.4	98928	22746	51	160	7581
165.5	62831	24951	37	158	9635
165.6	92151	21495	42	156	7018
165.7	106333	22454	31	160	9440
165.8	49391	24739	38	157	11469
165.9	85351	21076	37	160	9282
166	79319	25525	46	157	13986
166.1	79865	25988	42	159	13691
166.2	154591	25932	47	160	12654
166.3	92696	25563	37	158	10923
166.4	95562	20532	38	159	6355
166.5	102888	23979	51	160	10881
166.6	86462	22967	49	158	12940
166.7	97971	21920	35	159	8822
166.8	53595	29919	36	157	17859
166.9	75271	23179	36	159	8485
167	61166	20600	38	163	6262
167.1	69855	24759	43	157	12155
167.2	122700	24966	42	160	13379
167.3	119523	23475	37	159	9194
167.4	84004	26142	40	156	14151
167.5	84907	22376	43	152	6762
167.6	90066	24313	38	156	10502
167.7	98444	21676	40	159	7569
167.8	63170	23436	44	156	10885
167.9	104657	22428	42	163	7804
168	68136	24341	41	157	10191
168.1	139351	23392	44	158	9814
168.2	98111	23870	38	160	10891
168.3	88351	26739	48	160	14816
168.4	78431	26277	49	162	15143
168.5	76808	25773	37	159	11709
168.6	106873	22197	46	157	9293
168.7	132605	23125	44	158	11007
168.8	102957	20637	47	156	5701
168.9	66017	22764	37	158	8962
169	85214	21084	39	162	4061
169.1	62160	24082	48	161	11068
169.2	121323	20720	38	160	5495
169.3	72449	25110	42	156	15509
169.4	80468	26258	58	156	13933
169.5	115812	21799	49	159	7748
169.6	85303	23876	57	162	12513
169.7	53449	26445	36	158	17456
169.8	92891	19488	40	158	3581
169.9	62565	26391	41	158	12085
170	66030	25477	41	161	14646
170.1	86042	21520	43	159	7198
170.2	107551	21004	44	164	3945
170.3	98513	22144	40	163	9528
